-8.7000e+00, 2.4500e+01,-5.3200e-05
 1.1000e+00, 5.6500e+01,-2.5137e-04
-3.3600e+01, 9.2000e+00,-9.5100e-05
-6.9500e+01, 2.9000e+01,-4.4452e-04
-1.2910e+02,-1.6700e+01,-1.3274e-03
-1.0660e+02,-4.3900e+01,-1.0417e-03
-1.9100e+01,-5.5000e+01,-2.6669e-04
-9.3600e+01,-1.5180e+02,-2.5000e-03
-9.7700e+01,-2.7110e+02,-6.5328e-03
 3.3700e+01,-1.2320e+02,-1.2837e-03
 9.1900e+01,-2.5020e+02,-5.5890e-03
 8.7600e+01,-1.0610e+02,-1.4871e-03
 1.4610e+02,-1.2070e+02,-2.8186e-03
 2.4710e+02,-1.4340e+02,-6.4010e-03
 2.9290e+02,-4.6300e+01,-6.8882e-03
 2.1980e+02, 1.3800e+01,-3.7990e-03
 3.0070e+02, 4.3800e+01,-7.2331e-03
 2.0830e+02, 1.1020e+02,-4.3543e-03
 1.1030e+02,-1.0300e+01,-9.6125e-04
 1.7820e+02,-4.5800e+01,-2.6523e-03
 1.0120e+02,-5.8800e+01,-1.0743e-03
-3.0900e+02,-8.3700e+01,-8.0299e-03
-3.3650e+02, 8.3200e+01,-9.4137e-03
-3.8940e+02, 2.1190e+02,-1.5411e-02
-3.6650e+02, 3.4680e+02,-1.9988e-02
-1.9000e+02, 4.1490e+02,-1.6378e-02
-1.0340e+02, 2.2680e+02,-4.8863e-03
 4.2200e+01, 1.9060e+02,-2.9991e-03
-5.3500e+01, 1.3280e+02,-1.6124e-03
-9.2700e+01, 9.9500e+01,-1.4524e-03
 1.7870e+02, 3.1420e+02,-1.0272e-02
 2.5730e+02, 2.9600e+02,-1.2082e-02
 4.8140e+02, 3.6970e+02,-2.8910e-02
 6.0600e+02, 9.9060e+02,-1.0601e-01
 3.7340e+02, 1.8590e+02,-1.3641e-02
 4.0300e+02, 4.8300e+01,-1.2904e-02
 4.0520e+02,-5.0800e+01,-1.3063e-02
 3.9690e+02,-2.0280e+02,-1.5576e-02
 2.2260e+02,-3.0180e+02,-1.1051e-02
 2.6480e+02,-3.2260e+02,-1.3684e-02
-2.8100e+01,-4.3090e+02,-1.4677e-02
-3.0020e+02,-3.8530e+02,-1.8744e-02
-3.7760e+02,-2.0370e+02,-1.4434e-02
-6.5750e+02, 9.5700e+01,-3.4581e-02
-9.3540e+02, 7.5300e+02,-1.1316e-01
-1.9131e+03, 4.5210e+02,-3.0275e-01
-1.5314e+03, 1.7915e+03,-4.3632e-01
-6.0370e+02,-2.5510e+02,-3.3668e-02
-2.9278e+03, 2.6349e+03,-1.2179e+00
-3.7637e+03, 6.0560e+02,-1.1384e+00
-2.1424e+03,-5.4930e+02,-3.8325e-01
-8.8760e+02,-4.8240e+02,-8.0024e-02
-6.1930e+02,-8.2450e+02,-8.3550e-02
 9.7000e+00,-9.6500e+02,-7.3308e-02
 9.1010e+02,-2.3930e+02,-6.9382e-02
 1.2543e+03, 2.9860e+02,-1.3024e-01
 1.6682e+03, 6.3240e+02,-2.4945e-01
 3.0740e+02, 3.1514e+03,-7.8914e-01
 2.9278e+03, 2.6349e+03,-1.2179e+00
 3.8474e+03, 8.9650e+02,-1.2227e+00
 3.5699e+03,-1.4479e+03,-1.1632e+00
-1.7200e+01,-1.8843e+03,-2.7951e-01
-1.5041e+03,-2.0465e+03,-5.0686e-01
-3.5699e+03,-1.4479e+03,-1.1632e+00
-2.9219e+01, 2.7091e+02,-5.8441e-03
-1.1879e+02, 2.5814e+02,-6.3507e-03
-1.0398e+02, 1.5531e+02,-2.7454e-03
-6.7555e+01, 9.2044e+01,-1.0243e-03
-1.6290e+01, 1.1590e+02,-1.0781e-03
 2.4498e+01, 2.2819e+02,-4.1457e-03
 6.6936e+01, 2.2280e+02,-4.2584e-03
 1.4867e+02, 2.0695e+02,-5.1026e-03
-2.0145e+02, 2.2912e+02,-7.3107e-03
-1.7685e+02, 1.3396e+02,-3.8623e-03
-8.9188e+01, 5.2277e+01,-8.3815e-04
-1.0713e+01, 7.1636e+01,-4.1293e-04
 5.6456e+01, 8.8357e+01,-8.6416e-04
 1.0042e+02, 9.3597e+01,-1.4795e-03
 2.5256e+02, 1.6273e+02,-7.0806e-03
-2.4077e+02, 1.1706e+02,-5.6192e-03
-2.5577e+02, 1.5953e+02,-7.1269e-03
-6.4921e+01, 4.6882e+01,-5.0312e-04
 3.5136e+00, 9.8245e+00,-8.5600e-06
 7.3491e+01, 7.9134e+00,-4.2796e-04
 1.7426e+02, 8.5960e+01,-2.9601e-03
 2.2109e+02, 1.8502e+02,-6.5231e-03
-2.9017e+02, 8.8605e+01,-7.2126e-03
-3.7782e+02, 6.7910e+01,-1.1544e-02
-1.6715e+02, 2.5932e+01,-2.2412e-03
-6.2148e+01, 4.1611e+00,-3.0388e-04
 8.9029e+00,-1.5428e+02,-1.8798e-03
 1.0121e+02, 7.8002e+00,-8.0715e-04
 2.2837e+02, 8.9812e+01,-4.7199e-03
 3.0847e+02, 1.0110e+02,-8.2575e-03
 2.8659e+02, 1.1803e+01,-6.4440e-03
-3.6537e+02, 2.3654e+00,-1.0456e-02
-2.9944e+02, 1.9098e+01,-7.0516e-03
-2.0979e+02,-2.9062e+01,-3.5136e-03
-7.7272e+01,-4.5205e+01,-6.2852e-04
 1.2689e+02,-4.7021e+01,-1.4352e-03
 3.4757e+02,-3.2702e+00,-9.4626e-03
 3.6103e+02,-8.1266e+01,-1.0729e-02
 2.4936e+02,-7.4063e+01,-5.3021e-03
-3.7930e+02,-1.0774e+02,-1.2182e-02
-4.0240e+02,-1.5049e+02,-1.4466e-02
-3.1087e+02,-3.2641e+02,-1.5956e-02
-6.6698e+01,-1.0446e+02,-1.2073e-03
-1.1248e+01,-1.5353e+01,-2.8500e-05
 1.2733e+02,-8.1752e+01,-1.7959e-03
 3.4794e+02,-1.0986e+02,-1.0432e-02
 2.6458e+02,-2.1563e+02,-9.1429e-03
 1.4239e+02,-4.0266e+02,-1.4350e-02
-2.8839e+02,-1.7051e+02,-8.8027e-03
-2.0674e+02,-9.3592e+01,-4.0370e-03
-8.0629e+01,-1.6782e+02,-2.7260e-03
-2.8418e+01,-3.9752e+01,-1.8764e-04
 1.1612e+02,-1.4321e+02,-2.6705e-03
 4.3387e+01, 2.9830e+02,-7.1516e-03
 7.7529e+01,-8.9839e+01,-1.1061e-03
-1.6598e+02,-1.6726e+02,-4.3599e-03
-1.1211e+02,-1.2429e+02,-2.2004e-03
-1.1202e+02,-3.2580e+02,-9.3380e-03
-1.1721e+01,-1.0433e+02,-8.6755e-04
 7.7085e+01,-2.1680e+02,-4.1651e-03
 1.9288e+02,-3.3903e+02,-1.1962e-02
-2.1770e+02,-3.6198e+02,-1.4026e-02
-4.5959e+00,-4.5785e+02,-1.6502e-02
 5.6922e+00,-2.9379e+02,-6.7965e-03
 4.8589e+01,-4.4144e+01,-3.3830e-04
-3.4206e+02, 1.9072e+02,-1.2027e-02
-2.9022e+02, 2.7009e+03,-5.8082e-01
-1.1808e+03, 2.5801e+03,-6.3322e-01
-1.0310e+03, 1.5503e+03,-2.7244e-01
-7.7042e+02, 1.0305e+03,-1.3007e-01
-1.6029e+02, 1.1509e+03,-1.0627e-01
 2.4050e+02, 2.2802e+03,-4.1379e-01
 6.6094e+02, 2.2208e+03,-4.2243e-01
 1.4807e+03, 2.0610e+03,-5.0606e-01
-2.0104e+03, 2.2901e+03,-7.2941e-01
-1.7608e+03, 1.3310e+03,-3.8229e-01
-8.9019e+02, 5.2028e+02,-8.3374e-02
 4.1863e-01, 5.9063e+02,-2.7459e-02
 5.6046e+02, 8.8036e+02,-8.5609e-02
 1.0004e+03, 9.3060e+02,-1.4656e-01
 2.5206e+03, 1.6207e+03,-7.0438e-01
-2.4008e+03, 1.1701e+03,-5.5920e-01
-2.5508e+03, 1.5905e+03,-7.0874e-01
 3.0514e+01, 9.0824e+01,-7.2225e-04
 7.3049e+02, 7.0913e+01,-4.2191e-02
 1.7403e+03, 8.5096e+02,-2.9421e-01
 2.2101e+03, 1.8500e+03,-6.5198e-01
-2.9002e+03, 8.8061e+02,-7.1982e-01
-3.7708e+03, 6.7091e+02,-1.1491e+00
-1.6701e+03, 2.5093e+02,-2.2343e-01
-6.2015e+02, 4.0161e+01,-3.0249e-02
 8.0903e+01,-1.5403e+03,-1.8726e-01
 2.2804e+03, 8.9081e+02,-4.6976e-01
 3.0805e+03, 1.0101e+03,-8.2356e-01
 2.8606e+03, 1.1080e+02,-6.4189e-01
-3.6504e+03, 2.0365e+01,-1.0437e+00
-2.9904e+03, 1.9010e+02,-7.0328e-01
-2.0908e+03,-2.9006e+02,-3.4901e-01
-7.7027e+02,-4.5021e+02,-6.2425e-02
 1.2609e+03,-4.7002e+02,-1.4191e-01
 3.4706e+03,-3.0270e+01,-9.4348e-01
 3.6100e+03,-8.1027e+02,-1.0724e+00
 2.4904e+03,-7.4006e+02,-5.2887e-01
-3.7903e+03,-1.0707e+03,-1.2155e+00
-4.0204e+03,-1.5005e+03,-1.4432e+00
-3.1009e+03,-3.2604e+03,-1.5899e+00
-6.6070e+02,-1.0405e+03,-1.1940e-01
-1.2026e+02,-1.4720e+02,-2.8382e-03
 1.2703e+03,-8.1075e+02,-1.7813e-01
 3.4709e+03,-1.0909e+03,-1.0373e+00
 2.6406e+03,-2.1506e+03,-9.1020e-01
 1.4204e+03,-4.0207e+03,-1.4305e+00
-2.8804e+03,-1.7005e+03,-8.7745e-01
